employee_id,date,is_available
CM_E050,2025-05-10,1
CM_E050,2025-05-11,1
CM_E050,2025-05-12,1
CM_E050,2025-05-13,1
CM_E059,2025-05-07,0
CM_E059,2025-05-08,1
CM_E059,2025-05-09,1
CM_E059,2025-05-10,1
CM_E059,2025-05-11,1
CM_E059,2025-05-12,1
CM_E059,2025-05-13,1
CM_E063,2025-05-07,1
CM_E063,2025-05-08,1
CM_E063,2025-05-09,1
CM_E063,2025-05-10,0
CM_E063,2025-05-11,1
CM_E063,2025-05-12,1
CM_E063,2025-05-13,1
CM_E064,2025-05-07,1
CM_E064,2025-05-08,0
CM_E064,2025-05-09,1
CM_E064,2025-05-10,1
CM_E064,2025-05-11,1
CM_E064,2025-05-12,1
CM_E064,2025-05-13,1
CM_E075,2025-05-07,1
CM_E075,2025-05-08,1
CM_E075,2025-05-09,0
CM_E075,2025-05-10,1
CM_E075,2025-05-11,1
CM_E075,2025-05-12,1
CM_E075,2025-05-13,1
CM_E006,2025-05-07,1
CM_E006,2025-05-08,1
CM_E006,2025-05-09,1
CM_E006,2025-05-10,0
CM_E006,2025-05-11,1
CM_E006,2025-05-12,1
CM_E006,2025-05-13,1
CM_E010,2025-05-07,1
CM_E010,2025-05-08,1
CM_E010,2025-05-09,0
CM_E010,2025-05-10,1
CM_E010,2025-05-11,1
CM_E010,2025-05-12,1
CM_E010,2025-05-13,1
CM_E044,2025-05-07,1
CM_E044,2025-05-08,1
CM_E044,2025-05-09,1
CM_E044,2025-05-10,1
CM_E044,2025-05-11,0
CM_E044,2025-05-12,1
CM_E044,2025-05-13,1
CM_E047,2025-05-07,1
CM_E047,2025-05-08,1
CM_E047,2025-05-09,1
CM_E047,2025-05-10,0
CM_E047,2025-05-11,1
CM_E047,2025-05-12,1
CM_E047,2025-05-13,1
CM_E049,2025-05-07,1
CM_E049,2025-05-08,1
CM_E049,2025-05-09,0
CM_E049,2025-05-10,1
CM_E049,2025-05-11,1
CM_E049,2025-05-12,1
CM_E049,2025-05-13,1
CM_E054,2025-05-07,1
CM_E054,2025-05-08,1
CM_E054,2025-05-09,0
CM_E054,2025-05-10,1
CM_E054,2025-05-11,1
CM_E054,2025-05-12,1
CM_E054,2025-05-13,1
CM_E057,2025-05-07,1
CM_E057,2025-05-08,1
CM_E057,2025-05-09,1
CM_E057,2025-05-10,1
CM_E057,2025-05-11,0
CM_E057,2025-05-12,1
CM_E057,2025-05-13,1
CM_E065,2025-05-07,1
CM_E065,2025-05-08,1
CM_E065,2025-05-09,1
CM_E065,2025-05-10,1
CM_E065,2025-05-11,1
CM_E065,2025-05-12,0
CM_E065,2025-05-13,1
CM_E071,2025-05-07,1
CM_E071,2025-05-08,1
CM_E071,2025-05-09,0
CM_E071,2025-05-10,1
CM_E071,2025-05-11,1
CM_E071,2025-05-12,1
CM_E071,2025-05-13,1
CM_E078,2025-05-07,1
CM_E078,2025-05-08,1
CM_E078,2025-05-09,1
CM_E078,2025-05-10,1
CM_E078,2025-05-11,1
CM_E078,2025-05-12,1
CM_E078,2025-05-13,0
CM_E001,2025-05-07,1
CM_E001,2025-05-08,0
CM_E001,2025-05-09,1
CM_E001,2025-05-10,1
CM_E001,2025-05-11,1
CM_E001,2025-05-12,1
CM_E001,2025-05-13,1
CM_E003,2025-05-07,1
CM_E003,2025-05-08,0
CM_E003,2025-05-09,1
CM_E003,2025-05-10,1
CM_E003,2025-05-11,1
CM_E003,2025-05-12,1
CM_E003,2025-05-13,1
CM_E007,2025-05-07,1
CM_E007,2025-05-08,1
CM_E007,2025-05-09,0
CM_E007,2025-05-10,1
CM_E007,2025-05-11,1
CM_E007,2025-05-12,1
CM_E007,2025-05-13,1
CM_E008,2025-05-07,1
CM_E008,2025-05-08,1
CM_E008,2025-05-09,1
CM_E008,2025-05-10,0
CM_E008,2025-05-11,1
CM_E008,2025-05-12,1
CM_E008,2025-05-13,1
CM_E011,2025-05-07,1
CM_E011,2025-05-08,0
CM_E011,2025-05-09,0
CM_E011,2025-05-10,1
CM_E011,2025-05-11,1
CM_E011,2025-05-12,1
CM_E011,2025-05-13,1
CM_E012,2025-05-07,0
CM_E012,2025-05-08,1
CM_E012,2025-05-09,1
CM_E012,2025-05-10,1
CM_E012,2025-05-11,1
CM_E012,2025-05-12,1
CM_E012,2025-05-13,1
CM_E015,2025-05-07,1
CM_E015,2025-05-08,1
CM_E015,2025-05-09,1
CM_E015,2025-05-10,1
CM_E015,2025-05-11,1
CM_E015,2025-05-12,1
CM_E015,2025-05-13,1
CM_E018,2025-05-07,1
CM_E018,2025-05-08,1
CM_E018,2025-05-09,1
CM_E018,2025-05-10,1
CM_E018,2025-05-11,1
CM_E018,2025-05-12,0
CM_E018,2025-05-13,1
CM_E019,2025-05-07,1
CM_E019,2025-05-08,1
CM_E019,2025-05-09,0
CM_E019,2025-05-10,1
CM_E019,2025-05-11,1
CM_E019,2025-05-12,1
CM_E019,2025-05-13,1
CM_E020,2025-05-07,1
CM_E020,2025-05-08,0
CM_E020,2025-05-09,1
CM_E020,2025-05-10,1
CM_E020,2025-05-11,1
CM_E020,2025-05-12,1
CM_E020,2025-05-13,1
CM_E029,2025-05-07,1
CM_E029,2025-05-08,0
CM_E029,2025-05-09,1
CM_E029,2025-05-10,1
CM_E029,2025-05-11,1
CM_E029,2025-05-12,1
CM_E029,2025-05-13,1
CM_E030,2025-05-07,1
CM_E030,2025-05-08,1
CM_E030,2025-05-09,1
CM_E030,2025-05-10,0
CM_E030,2025-05-11,1
CM_E030,2025-05-12,1
CM_E030,2025-05-13,1
CM_E031,2025-05-07,1
CM_E031,2025-05-08,0
CM_E031,2025-05-09,1
CM_E031,2025-05-10,1
CM_E031,2025-05-11,1
CM_E031,2025-05-12,1
CM_E031,2025-05-13,1
CM_E034,2025-05-07,1
CM_E034,2025-05-08,1
CM_E034,2025-05-09,0
CM_E034,2025-05-10,1
CM_E034,2025-05-11,1
CM_E034,2025-05-12,1
CM_E034,2025-05-13,1
CM_E036,2025-05-07,0
CM_E036,2025-05-08,1
CM_E036,2025-05-09,1
CM_E036,2025-05-10,1
CM_E036,2025-05-11,1
CM_E036,2025-05-12,1
CM_E036,2025-05-13,1
CM_E037,2025-05-07,0
CM_E037,2025-05-08,1
CM_E037,2025-05-09,1
CM_E037,2025-05-10,1
CM_E037,2025-05-11,1
CM_E037,2025-05-12,1
CM_E037,2025-05-13,1
CM_E038,2025-05-07,1
CM_E038,2025-05-08,1
CM_E038,2025-05-09,0
CM_E038,2025-05-10,1
CM_E038,2025-05-11,1
CM_E038,2025-05-12,1
CM_E038,2025-05-13,1
CM_E040,2025-05-07,0
CM_E040,2025-05-08,1
CM_E040,2025-05-09,1
CM_E040,2025-05-10,1
CM_E040,2025-05-11,1
CM_E040,2025-05-12,1
CM_E040,2025-05-13,1
CM_E043,2025-05-07,0
CM_E043,2025-05-08,0
CM_E043,2025-05-09,1
CM_E043,2025-05-10,1
CM_E043,2025-05-11,1
CM_E043,2025-05-12,1
CM_E043,2025-05-13,1
CM_E045,2025-05-07,1
CM_E045,2025-05-08,1
CM_E045,2025-05-09,0
CM_E045,2025-05-10,1
CM_E045,2025-05-11,1
CM_E045,2025-05-12,1
CM_E045,2025-05-13,1
CM_E048,2025-05-07,0
CM_E048,2025-05-08,1
CM_E048,2025-05-09,1
CM_E048,2025-05-10,1
CM_E048,2025-05-11,1
CM_E048,2025-05-12,1
CM_E048,2025-05-13,1
CM_E051,2025-05-07,1
CM_E051,2025-05-08,1
CM_E051,2025-05-09,1
CM_E051,2025-05-10,1
CM_E051,2025-05-11,0
CM_E051,2025-05-12,1
CM_E051,2025-05-13,1
CM_E052,2025-05-07,1
CM_E052,2025-05-08,1
CM_E052,2025-05-09,1
CM_E052,2025-05-10,0
CM_E052,2025-05-11,1
CM_E052,2025-05-12,1
CM_E052,2025-05-13,1
CM_E055,2025-05-07,0
CM_E055,2025-05-08,1
CM_E055,2025-05-09,1
CM_E055,2025-05-10,1
CM_E055,2025-05-11,1
CM_E055,2025-05-12,1
CM_E055,2025-05-13,1
CM_E062,2025-05-07,1
CM_E062,2025-05-08,1
CM_E062,2025-05-09,1
CM_E062,2025-05-10,1
CM_E062,2025-05-11,0
CM_E062,2025-05-12,1
CM_E062,2025-05-13,1
CM_E066,2025-05-07,1
CM_E066,2025-05-08,1
CM_E066,2025-05-09,0
CM_E066,2025-05-10,1
CM_E066,2025-05-11,1
CM_E066,2025-05-12,1
CM_E066,2025-05-13,1
CM_E067,2025-05-07,1
CM_E067,2025-05-08,1
CM_E067,2025-05-09,1
CM_E067,2025-05-10,0
CM_E067,2025-05-11,1
CM_E067,2025-05-12,1
CM_E067,2025-05-13,1
CM_E073,2025-05-07,1
CM_E073,2025-05-08,1
CM_E073,2025-05-09,1
CM_E073,2025-05-10,0
CM_E073,2025-05-11,1
CM_E073,2025-05-12,1
CM_E073,2025-05-13,1
CM_E076,2025-05-07,1
CM_E076,2025-05-08,1
CM_E076,2025-05-09,0
CM_E076,2025-05-10,1
CM_E076,2025-05-11,1
CM_E076,2025-05-12,1
CM_E076,2025-05-13,1
CM_E077,2025-05-07,1
CM_E077,2025-05-08,0
CM_E077,2025-05-09,1
CM_E077,2025-05-10,0
CM_E077,2025-05-11,1
CM_E077,2025-05-12,1
CM_E077,2025-05-13,1
CM_E079,2025-05-07,1
CM_E079,2025-05-08,1
CM_E079,2025-05-09,1
CM_E079,2025-05-10,1
CM_E079,2025-05-11,0
CM_E079,2025-05-12,1
CM_E079,2025-05-13,1
CM_E080,2025-05-07,0
CM_E080,2025-05-08,1
CM_E080,2025-05-09,1
CM_E080,2025-05-10,1
CM_E080,2025-05-11,1
CM_E080,2025-05-12,1
CM_E080,2025-05-13,1
